timestamp,tenant_id,device_id,device_type,gateway_id,protocol,src_zone,dst_zone,message_type,payload_bytes,packet_count,session_duration_ms,rtt_ms,jitter_ms,packet_loss_pct,retransmission_count,qos_level,tls_version,cipher_suite,auth_method,cert_status,key_rotation_age_days,firmware_age_days,cpu_usage_pct,mem_usage_pct,signal_rssi_dbm,battery_pct,conn_attempts_5m,failed_auth_1h,topic_frequency_1m,duplicate_msg_rate_pct,payload_entropy,anomaly_score_baseline,risk_score,risk_level,attack_type,label_secure
2025-01-18 11:24:20,tenant_052,dev_027486,actuator,gw_2073,MQTT,edge,partner_api,command,217,2,370,108.23,13.79,0.395,2,0,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,42,83,77.04,75.08,-62.3,66.8,2,0,7.936844998378898,30.42788301645761,6.717,0.7020975775315217,0.254,low,replay,0
2025-01-18 11:26:41,tenant_128,dev_029589,sensor,gw_1797,MQTT,device_lan,cloud,telemetry,64,4,338,128.17,12.22,1.099,3,2,TLS1.2,NONE,mTLS,valid,162,195,33.6,44.28,-52.8,68.6,4,0,4.98,8.118,5.805,0.0645,0.1687,low,normal,1
2025-01-18 11:30:55,tenant_142,dev_022437,camera,gw_1397,CoAP,edge,cloud,status,275,157,544,129.73,22.17,15.295569762222621,2,0,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,23,64,91.68935254101669,45.84,-58.4,59.6,80,0,14.130020027372678,3.778,6.872,0.6087816880464524,0.4387,medium,dos,0
2025-01-18 11:34:54,tenant_230,dev_034000,tracker,gw_0521,HTTP,device_lan,cloud,status,2251,3,385,64.87,11.65,0.388,2,1,NONE,TLS_AES_256_GCM_SHA384,token,valid,42,59,23.4,69.34,-48.8,85.7,4,0,3.17,20.384,5.729,0.0947,0.2441,low,normal,1
2025-01-18 11:36:32,tenant_200,dev_005332,actuator,gw_2118,MQTT,cloud,dmz,firmware_check,679,3,536,6.76,9.07,0.803,1,1,TLS1.3,NONE,psk,valid,41,175,58.83,67.33,-83.3,70.4,2,0,15.01,3.364,6.0,0.0154,0.0523,low,normal,1
2025-01-18 11:40:00,tenant_102,dev_030530,tracker,gw_0213,AMQP,cloud,cloud,telemetry,1876,5,2018,58.72,22.07,0.089,4,1,TLS1.3,TLS_AES_128_GCM_SHA256,basic,missing,57,186,33.76,64.24,-49.2,56.6,3,0,7.75,5.81,5.634,0.0122,0.1913,low,normal,1
2025-01-18 11:40:22,tenant_002,dev_032282,sensor,gw_1190,MQTT,device_lan,cloud,heartbeat,124,4,790,252.3621087509228,116.98185278297528,0.226,1,1,TLS1.3,TLS_AES_128_GCM_SHA256,basic,missing,58,421,8.5,49.48,-60.8,39.3,4,0,7.44,4.943,3.206,0.5619582917249957,0.4395,medium,mitm,0
2025-01-18 11:42:48,tenant_046,dev_035379,tracker,gw_1374,HTTP,edge,cloud,telemetry,2870,10,498,50.31,14.19,0.438,1,1,NONE,NONE,mTLS,valid,17,224,25.79,45.97,-61.5,45.0,4,1,7.75,6.118,5.36,0.171,0.1884,low,normal,1
2025-01-18 11:42:50,tenant_123,dev_044347,camera,gw_1596,AMQP,cloud,partner_api,status,574,4,2721,66.58,6.26,0.709,3,0,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,62,141,31.4,49.96,-56.5,75.5,4,0,2.34,1.315,5.412,0.1728,0.0933,low,normal,1
2025-01-18 11:43:46,tenant_167,dev_035675,sensor,gw_1777,MQTT,edge,edge,telemetry,235,2,736,67.39,13.32,0.125,3,2,TLS1.2,TLS_AES_256_GCM_SHA384,mTLS,valid,31,35,68.88,54.91,-75.7,54.3,4,2,4.93,5.209,5.516,0.0833,0.1345,low,normal,1
2025-01-18 11:44:34,tenant_103,dev_025799,sensor,gw_0010,CoAP,device_lan,dmz,telemetry,1627,5,194,140.02,10.47,1.375,1,1,NONE,TLS_AES_128_GCM_SHA256,mTLS,valid,118,188,61.89,60.09,-76.4,25.4,4,6,3.0,0.198,5.351,0.38405266766450136,0.2941,medium,spoofing,0
2025-01-18 11:45:27,tenant_016,dev_022190,sensor,gw_1504,MQTT,device_lan,dmz,telemetry,276,4,219,92.01,9.06,0.686,1,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,132,116,47.52,42.84,-64.3,53.1,4,0,8.61,3.402,6.265,0.3117,0.1341,low,normal,1
2025-01-18 11:47:52,tenant_280,dev_038003,actuator,gw_1673,MQTT,device_lan,cloud,heartbeat,516,2,516,101.16,3.79,0.353,5,0,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,26,216,46.42,80.14,-78.6,62.2,4,0,7.02,1.037,7.117,0.1451,0.1029,low,normal,1
2025-01-18 11:48:13,tenant_102,dev_047929,smart_meter,gw_1230,MQTT,edge,edge,telemetry,1381,6,771,91.31,0.1,0.243,2,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,89,79,32.71,81.77,-69.2,52.7,5,2,6.42,22.985,5.622,0.1033,0.2098,low,normal,1
2025-01-18 11:49:42,tenant_266,dev_016762,camera,gw_0416,HTTP,dmz,cloud,heartbeat,915,2,2757,64.71,11.06,0.912,3,2,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,psk,valid,79,266,25.06,58.52,-53.3,62.7,3,1,4.39,1.535,4.209,0.0588,0.1015,low,normal,1
2025-01-18 11:49:44,tenant_285,dev_042420,tracker,gw_2206,MQTT,edge,cloud,telemetry,1229,6,294,120.34,15.27,0.194,4,1,TLS1.3,TLS_AES_256_GCM_SHA384,mTLS,valid,76,80,23.28,58.42,-55.7,41.1,6,0,4.72,2.954,4.847,0.3105,0.1608,low,normal,1
2025-01-18 11:52:33,tenant_140,dev_030608,sensor,gw_1059,AMQP,device_lan,dmz,telemetry,500,2,1047,75.24,9.26,1.599,0,2,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,basic,valid,55,163,54.25,38.86,-71.1,56.9,9,1,8.18,0.361,7.876,0.3378,0.1529,low,normal,1
2025-01-18 11:55:05,tenant_264,dev_045288,smart_meter,gw_2294,MQTT,device_lan,cloud,status,852,4,792,73.69,28.26,0.437,0,1,TLS1.3,TLS_AES_128_GCM_SHA256,psk,valid,74,59,39.89,56.63,-71.7,58.9,3,0,10.69,13.157,5.791,0.0715,0.1748,low,normal,1
2025-01-18 11:55:34,tenant_298,dev_021406,camera,gw_1890,CoAP,device_lan,dmz,telemetry,360,1,257,63.51,2.69,0.248,3,2,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,valid,72,104,58.6,46.25,-60.2,74.3,4,0,7.69,13.348,5.522,0.1344,0.1383,low,normal,1
2025-01-18 11:57:27,tenant_140,dev_034030,sensor,gw_2085,CoAP,device_lan,cloud,command,636,5,320,80.15,22.73,0.267,5,2,TLS1.2,TLS_AES_256_GCM_SHA384,mTLS,valid,99,129,38.64,55.53,-88.8,58.2,5,1,4.28,0.747,5.425,0.036,0.1236,low,normal,1
2025-01-18 11:57:43,tenant_080,dev_000416,tracker,gw_0858,MQTT,device_lan,cloud,status,143,3,953,87.77,12.91,0.515,3,1,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,psk,valid,35,180,43.58,52.89,-58.7,34.1,3,0,4.94,0.287,4.707,0.1077,0.0996,low,normal,1
2025-01-18 11:59:49,tenant_266,dev_026765,camera,gw_1737,MQTT,edge,edge,firmware_check,729,50,403,83.71,15.1,9.96024755333097,1,1,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,18,100,95.41873113487756,48.79,-77.4,79.0,34,1,66.07585017849559,2.13,5.727,0.5011395971002106,0.3419,medium,dos,0
2025-01-18 12:00:02,tenant_003,dev_012559,sensor,gw_1841,MQTT,dmz,edge,telemetry,504,4,261,109.76,17.64,0.784,5,2,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,token,valid,23,109,47.59,74.95,-73.5,84.3,4,2,6.87,5.458,5.362,0.0696,0.1735,low,normal,1
2025-01-18 12:01:37,tenant_263,dev_040103,sensor,gw_2089,CoAP,device_lan,edge,heartbeat,453,3,1927,56.35,11.51,0.462,2,2,TLS1.3,TLS_AES_256_GCM_SHA384,mTLS,valid,118,126,36.47,69.05,-58.0,80.1,3,0,8.67,7.851,4.188,0.3065,0.1318,low,normal,1
2025-01-18 12:04:42,tenant_077,dev_029563,sensor,gw_1133,MQTT,device_lan,dmz,status,734,4,5045,48.93,4.42,1.087,1,2,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,basic,valid,26,54,7.54,63.37,-68.4,81.9,3,0,3.74,10.024,6.273,0.0768,0.1158,low,normal,1
2025-01-18 12:10:20,tenant_194,dev_017413,actuator,gw_0046,MQTT,device_lan,cloud,telemetry,219,1,343,94.14,17.84,0.242,2,1,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,psk,valid,38,162,25.1,51.54,-66.8,55.0,6,1,12.782411040260872,37.04139668658899,6.156,0.4214365672745619,0.2555,low,replay,0
2025-01-18 12:14:42,tenant_171,dev_001972,sensor,gw_1296,MQTT,device_lan,edge,heartbeat,340,2,582,76.42,9.78,0.185,1,2,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,29,82,27.82,25.21,-67.0,41.3,5,0,5.71,6.836,6.316,0.1572,0.1293,low,normal,1
2025-01-18 12:17:41,tenant_091,dev_028448,camera,gw_0739,CoAP,device_lan,cloud,command,633,4,378,120.6,13.56,1.381,2,2,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,psk,valid,30,68,32.35,55.94,-80.3,84.5,6,0,2.71,9.736,6.381,0.2282,0.1984,low,normal,1
2025-01-18 12:19:13,tenant_174,dev_037389,smart_meter,gw_1155,AMQP,cloud,cloud,telemetry,541,6,2114,79.62,10.65,1.547,1,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,242,294,61.41,73.68,-69.7,99.4,4,5,4.75,23.936,5.68,0.5823960408492277,0.3028,medium,spoofing,0
2025-01-18 12:21:42,tenant_245,dev_009346,camera,gw_1844,CoAP,device_lan,partner_api,command,482,4,1567,104.17,17.48,0.226,2,1,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,valid,27,76,31.61,48.32,-58.8,58.4,7,0,6.05,3.676,3.938,0.2951,0.1611,low,normal,1
2025-01-18 12:22:17,tenant_290,dev_006148,sensor,gw_2216,HTTP,edge,dmz,telemetry,164,2,1249,42.62,4.6,0.232,1,1,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,token,valid,42,123,64.68,54.09,-62.3,89.5,4,0,5.35,12.13,5.757,0.119,0.1211,low,normal,1
2025-01-18 12:27:17,tenant_224,dev_034442,sensor,gw_2316,MQTT,device_lan,edge,telemetry,150,1,1280,83.19,4.04,1.473,1,2,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,80,180,39.69,78.07,-61.0,74.5,3,1,3.63,7.08,4.824,0.066,0.1364,low,normal,1
2025-01-18 12:28:30,tenant_130,dev_019515,actuator,gw_2043,CoAP,device_lan,dmz,firmware_check,425,192,469,43.65,2.0,5.630791928729865,3,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,60,222,61.77623826559943,21.42,-80.5,37.5,44,2,38.61967971256414,14.106,4.925,0.7414556655829526,0.3431,medium,dos,0
2025-01-18 12:29:31,tenant_272,dev_033119,actuator,gw_1660,HTTP,cloud,cloud,status,606,1,3300,82.51,6.58,0.144,0,2,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,62,103,13.98,59.37,-89.8,35.5,9,0,13.84,2.282,5.846,0.0863,0.1152,low,normal,1
2025-01-18 12:30:00,tenant_206,dev_024108,smart_meter,gw_1413,CoAP,device_lan,edge,heartbeat,1143,4,818,82.22,16.79,0.637,2,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,64,61,31.84,77.15,-81.9,44.2,3,0,4.94,6.207,6.098,0.3118,0.1493,low,normal,1
2025-01-18 12:32:04,tenant_037,dev_011681,sensor,gw_0443,MQTT,device_lan,edge,heartbeat,2849,4,248,125.29,6.3,0.454,0,1,TLS1.3,TLS_AES_128_GCM_SHA256,mTLS,valid,61,138,46.15,48.39,-70.8,58.1,6,0,14.0,5.812,5.945,0.1198,0.1521,low,normal,1
2025-01-18 12:34:15,tenant_149,dev_045727,sensor,gw_0903,MQTT,edge,cloud,telemetry,782,3,373,120.95,0.1,0.129,1,2,TLS1.3,TLS_AES_128_GCM_SHA256,psk,valid,78,233,41.63,20.75,-93.1,31.2,5,1,8.86,9.925,5.045,0.1924,0.1711,low,normal,1
2025-01-18 12:35:33,tenant_020,dev_015979,sensor,gw_0076,CoAP,device_lan,dmz,firmware_check,360,4,623,59.01,12.6,0.249,2,0,TLS1.3,TLS_AES_128_GCM_SHA256,mTLS,valid,59,264,57.11,70.0,-75.9,52.4,4,0,2.76,8.8,6.735,0.1912,0.1323,low,normal,1
2025-01-18 12:36:26,tenant_109,dev_015553,sensor,gw_1946,MQTT,cloud,cloud,telemetry,1168,48,966,119.82,1.95,12.035823294389335,2,2,NONE,TLS_CHACHA20_POLY1305_SHA256,psk,valid,104,44,55.062432104063674,57.03,-50.6,51.1,49,0,14.281201501355401,8.999,3.917,0.8016311795963713,0.4723,medium,dos,0
2025-01-18 12:38:07,tenant_100,dev_013794,actuator,gw_0529,MQTT,device_lan,edge,telemetry,872,4,478,123.12,12.97,0.654,0,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,59,91,72.97,74.53,-71.7,68.2,3,0,11.01,0.112,8.0,0.1378,0.1239,low,normal,1
2025-01-18 12:39:56,tenant_053,dev_005086,sensor,gw_1575,HTTP,cloud,cloud,telemetry,961,3,666,90.0,17.65,0.342,2,1,TLS1.2,TLS_AES_256_GCM_SHA384,token,valid,94,112,56.11,39.44,-51.9,81.8,2,0,8.58,4.248,4.428,0.142,0.1247,low,normal,1
2025-01-18 12:40:17,tenant_074,dev_027985,sensor,gw_0916,MQTT,device_lan,edge,command,899,4,779,66.63,13.95,1.208,2,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,51,119,46.42,47.07,-73.5,22.1,1,0,3.84,4.101,4.968,0.1101,0.1071,low,normal,1
2025-01-18 12:43:38,tenant_049,dev_035329,smart_meter,gw_2042,AMQP,device_lan,cloud,heartbeat,111,1,3527,73.75,19.73,1.049,2,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,47,129,90.78,69.98,-86.0,94.3,5,2,3.81,1.608,6.169,0.1226,0.1469,low,normal,1
2025-01-18 12:43:39,tenant_047,dev_031023,sensor,gw_2243,HTTP,device_lan,edge,heartbeat,361,4,658,92.79,9.49,0.127,2,2,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,psk,valid,73,26,15.27,52.71,-56.2,76.3,4,0,13.68,1.87,4.785,0.0938,0.1041,low,normal,1
2025-01-18 12:45:40,tenant_180,dev_005271,camera,gw_2411,CoAP,cloud,edge,telemetry,2197,5,390,67.93,15.48,0.338,0,2,TLS1.2,TLS_AES_128_GCM_SHA256,token,valid,81,243,70.89,50.16,-61.5,47.4,5,1,3.8,0.046,5.993,0.1257,0.1099,low,normal,1
2025-01-18 12:46:03,tenant_286,dev_043973,camera,gw_1782,HTTP,device_lan,edge,command,501,2,480,100.84,11.37,0.179,4,2,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,93,55,52.46,39.02,-81.7,44.2,4,0,8.78,10.019,4.147,0.0495,0.1495,low,normal,1
2025-01-18 12:46:12,tenant_279,dev_025680,gateway_client,gw_2141,HTTP,edge,dmz,heartbeat,190,4,655,24.03,6.7,0.521,1,1,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,33,69,32.92,63.73,-68.2,66.3,6,1,5.94,3.237,5.231,0.0996,0.0902,low,normal,1
2025-01-18 12:46:27,tenant_299,dev_032926,sensor,gw_1097,HTTP,device_lan,edge,telemetry,173,2,433,67.39,15.34,0.149,2,1,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,32,76,55.22,40.51,-54.0,93.3,1,1,3.08,3.55,6.122,0.2029,0.115,low,normal,1
2025-01-18 12:46:58,tenant_097,dev_002708,actuator,gw_0090,HTTP,device_lan,cloud,command,603,4,514,104.78,2.6,2.016,2,2,NONE,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,111,99,41.94,52.62,-76.4,80.4,3,1,5.76,13.294,5.704,0.1673,0.2521,low,normal,1
2025-01-18 12:47:11,tenant_141,dev_045946,sensor,gw_1445,MQTT,device_lan,edge,status,161,3,697,86.77,28.73,0.69,0,0,TLS1.2,TLS_AES_256_GCM_SHA384,basic,valid,76,179,66.26,38.49,-79.2,24.2,5,0,7.78,3.728,4.983,0.2257,0.1592,low,normal,1
2025-01-18 12:47:34,tenant_043,dev_020271,sensor,gw_0180,MQTT,device_lan,edge,telemetry,653,2,407,137.85,27.19,0.654,3,2,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,84,259,69.65,24.29,-53.6,48.9,3,0,4.23,13.839,6.362,0.1697,0.2252,low,normal,1
2025-01-18 12:48:37,tenant_161,dev_006413,sensor,gw_1942,MQTT,device_lan,cloud,command,642,3,222,103.53,19.76,1.194,3,1,TLS1.2,TLS_AES_256_GCM_SHA384,token,valid,63,70,39.45,62.81,-68.5,17.1,7,2,13.93,2.539,5.062,0.5362,0.2121,low,normal,1
2025-01-18 12:50:02,tenant_100,dev_034094,tracker,gw_1699,MQTT,device_lan,edge,telemetry,913,6,1621,44.08,7.52,1.292,0,0,NONE,TLS_AES_256_GCM_SHA384,mTLS,valid,35,96,59.61,38.26,-53.4,36.7,3,0,13.43,0.112,5.397,0.2586,0.1448,low,normal,1
2025-01-18 12:50:16,tenant_074,dev_014374,camera,gw_1302,AMQP,edge,edge,telemetry,336,4,978,64.61,11.2,1.011,2,2,TLS1.2,TLS_AES_128_GCM_SHA256,psk,valid,78,147,87.92,61.02,-79.0,24.7,3,0,6.92,0.657,5.418,0.1018,0.0898,low,normal,1
2025-01-18 12:50:53,tenant_176,dev_046213,sensor,gw_0559,MQTT,cloud,edge,status,663,4,3029,47.35,4.83,0.857,0,1,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,35,34,65.79,39.71,-68.4,38.3,4,1,4.82,4.37,4.022,0.3114,0.1196,low,normal,1
2025-01-18 12:51:31,tenant_238,dev_010249,camera,gw_1567,MQTT,device_lan,cloud,telemetry,382,4,185,60.25,2.92,2.181,1,2,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,22,105,22.85,44.89,-76.8,61.8,3,0,4.86,0.404,4.659,0.0826,0.0844,low,normal,1
2025-01-18 12:52:11,tenant_144,dev_026357,actuator,gw_1395,MQTT,cloud,edge,command,1820,7,688,146.15,27.79,0.634,1,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,12,107,51.44,79.96,-86.4,60.5,3,0,7.14,0.69,5.543,0.0208,0.1533,low,normal,1
2025-01-18 12:58:44,tenant_267,dev_018213,actuator,gw_2266,HTTP,edge,dmz,command,1011,3,589,46.42,5.44,0.115,3,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,10,209,81.66,53.65,-67.7,61.0,5,1,10.2,4.753,5.569,0.0436,0.0965,low,normal,1
2025-01-18 13:01:07,tenant_274,dev_036036,camera,gw_0744,HTTP,device_lan,dmz,telemetry,274,1,419,141.9679316491709,72.3117105528464,0.289,3,2,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,basic,missing,41,157,15.57,44.9,-83.0,43.4,3,0,9.3,4.704,5.599,0.5915504737799314,0.3596,medium,mitm,0
2025-01-18 13:01:41,tenant_082,dev_010646,smart_meter,gw_0174,CoAP,device_lan,edge,telemetry,185,3,3178,73.36,6.81,0.005,3,1,TLS1.3,TLS_AES_128_GCM_SHA256,token,valid,18,201,58.45,83.43,-53.7,85.0,3,1,12.26,5.087,5.969,0.0249,0.1057,low,normal,1
2025-01-18 13:02:58,tenant_155,dev_033857,sensor,gw_1444,HTTP,dmz,edge,heartbeat,68,3,800,111.0,8.57,0.356,1,1,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,26,86,67.46,50.5,-68.4,86.3,3,1,9.11,19.148,6.189,0.1129,0.212,low,normal,1
2025-01-18 13:08:57,tenant_186,dev_004761,sensor,gw_2177,MQTT,edge,edge,heartbeat,747,2,742,105.25,9.32,0.015,1,1,NONE,TLS_AES_128_GCM_SHA256,mTLS,valid,37,38,60.72,29.61,-49.6,54.1,5,0,8.91,1.488,5.466,0.1283,0.175,low,normal,1
2025-01-18 13:12:26,tenant_224,dev_019850,sensor,gw_1967,HTTP,edge,edge,telemetry,231,151,1172,111.2,5.26,18.017339586303628,1,1,TLS1.2,TLS_AES_256_GCM_SHA384,mTLS,valid,56,165,64.50588897797729,59.23,-77.0,57.1,92,0,107.49250024071502,9.46,7.173,0.7050648187847686,0.4383,medium,dos,0
2025-01-18 13:12:50,tenant_121,dev_035879,smart_meter,gw_2237,MQTT,device_lan,dmz,command,309,1,1673,81.93,22.3,1.587,0,0,TLS1.2,TLS_AES_128_GCM_SHA256,basic,valid,71,237,57.84,57.97,-60.3,56.9,5,1,3.81,15.711,6.307,0.2594,0.2308,low,normal,1
2025-01-18 13:13:09,tenant_136,dev_036293,camera,gw_1356,MQTT,device_lan,cloud,telemetry,632,3,1409,105.51,19.77,0.153,4,1,TLS1.2,TLS_AES_128_GCM_SHA256,token,expired,47,127,49.21,58.97,-59.0,23.6,3,0,8.37,3.377,5.613,0.1353,0.2143,low,normal,1
2025-01-18 13:19:23,tenant_169,dev_019431,sensor,gw_0431,AMQP,edge,edge,command,511,1,788,113.79,12.36,0.162,2,2,TLS1.2,TLS_CHACHA20_POLY1305_SHA256,mTLS,valid,65,136,11.79,49.17,-83.5,62.6,5,2,4.13,7.958,6.428,0.1384,0.1834,low,normal,1
2025-01-18 13:20:21,tenant_072,dev_036969,tracker,gw_1339,HTTP,dmz,cloud,telemetry,333,4,574,81.55,10.29,1.314,5,1,TLS1.2,NONE,token,expired,65,199,40.26,52.11,-80.8,49.8,6,0,6.19,3.237,6.446,0.1748,0.2126,low,normal,1
2025-01-18 13:20:28,tenant_268,dev_011101,sensor,gw_1430,AMQP,device_lan,dmz,status,174,1,1234,114.01,18.21,0.34,0,2,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,25,161,40.98,49.88,-80.8,40.1,6,1,70.56743822846337,42.24811136424742,4.823,0.7415738112567556,0.2947,medium,replay,0
2025-01-18 13:20:56,tenant_190,dev_017607,sensor,gw_0432,CoAP,device_lan,edge,telemetry,1275,8,1772,78.38,3.85,0.862,2,1,TLS1.2,TLS_AES_256_GCM_SHA384,token,valid,64,233,71.0,63.11,-62.6,53.4,2,0,17.62161698938595,33.445819649029914,7.214,0.5116675828739655,0.2109,low,replay,0
2025-01-18 13:21:23,tenant_024,dev_028843,sensor,gw_0305,AMQP,dmz,edge,command,249,3,785,137.46,0.36,0.173,2,2,TLS1.2,ECDHE_RSA_AES_128_GCM_SHA256,token,valid,124,61,47.82,56.01,-90.9,62.5,4,2,19.5,3.652,6.368,0.2457,0.1628,low,normal,1
2025-01-18 13:24:12,tenant_260,dev_013471,camera,gw_1352,AMQP,cloud,partner_api,heartbeat,1460,6,1416,36.91,4.29,0.433,2,1,TLS1.3,TLS_CHACHA20_POLY1305_SHA256,psk,valid,45,160,72.59,32.53,-92.7,50.8,4,2,4.69,19.037,5.948,0.1955,0.184,low,normal,1
2025-01-18 13:24:18,tenant_055,dev_007267,smart_meter,gw_1486,MQTT,edge,partner_api,telemetry,850,1,1413,130.39,6.65,0.814,1,1,TLS1.3,TLS_AES_128_GCM_SHA256,token,valid,86,87,33.99,65.27,-66.4,48.8,1,0,19.31,5.111,6.9869548043763094,0.7062419173333709,0.1829,low,data_exfiltration,0
2025-01-18 13:33:48,tenant_143,dev_033771,sensor,gw_0761,HTTP,device_lan,dmz,telemetry,317,3,825,102.53,6.59,0.507,1,2,TLS1.3,TLS_AES_128_GCM_SHA256,mTLS,valid,28,59,32.76,47.46,-56.5,53.7,3,0,31.595610328970643,34.74409505681361,5.642,0.43595920070431365,0.2237,low,replay,0
2025-01-18 13:36:09,tenant_177,dev_025878,gateway_client,gw_1047,CoAP,device_lan,edge,telemetry,353,3,1662,35.33,19.35,0.03,0,2,TLS1.3,TLS_AES_256_GCM_SHA384,mTLS,valid,58,199,50.96,55.7,-76.1,63.1,4,1,4.09,11.835,6.486,0.1257,0.1478,low,normal,1
2025-01-18 13:36:31,tenant_164,dev_040694,tracker,gw_0593,MQTT,edge,edge,telemetry,1401,5,1574,79.43,19.42,1.236,3,1,TLS1.2,TLS_AES_256_GCM_SHA384,psk,expired,46,104,9.33,44.77,-86.3,27.2,7,1,14.82,8.705,5.34,0.4638,0.2906,medium,normal,1
2025-01-18 13:39:12,tenant_277,dev_043093,sensor,gw_2031,MQTT,dmz,cloud,heartbeat,475,2,989,163.74,9.56,0.319,1,2,TLS1.2,TLS_AES_128_GCM_SHA256,mTLS,valid,25,37,66.87,47.18,-69.5,24.7,3,1,11.53,1.688,7.427,0.1095,0.1572,low,normal,1
2025-01-18 13:44:10,tenant_024,dev_049696,smart_meter,gw_2100,CoAP,device_lan,edge,heartbeat,402,3,411,108.63,14.14,0.79,2,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,mTLS,valid,88,60,33.83,54.7,-57.0,75.1,6,2,8.6,6.255,5.896,0.0462,0.1778,low,normal,1
2025-01-18 13:49:14,tenant_064,dev_003113,camera,gw_0172,CoAP,device_lan,dmz,heartbeat,1530,3,502,96.98,8.18,0.749,3,1,TLS1.3,ECDHE_RSA_AES_128_GCM_SHA256,token,revoked,94,127,75.52,66.67,-69.0,64.5,3,1,15.91,1.718,4.202,0.2389,0.2101,low,normal,1
2025-01-18 13:51:56,tenant_118,dev_000495,smart_meter,gw_1889,CoAP,dmz,edge,heartbeat,439,4,1483,128.13,13.37,0.533,1,0,TLS1.3,TLS_AES_128_GCM_SHA256,token,valid,54,270,36.22,40.65,-70.2,44.1,5,0,5.72,4.797,5.704,0.0684,0.1521,low,normal,1
2025-01-18 13:56:25,tenant_147,dev_023487,sensor,gw_1778,MQTT,dmz,edge,heartbeat,391,5,748,93.75,13.87,0.149,2,0,TLS1.2,NONE,mTLS,valid,20,90,31.11,70.8,-51.3,53.4,4,0,10.66,19.699,4.696,0.2013,0.2092,low,normal,1
2025-01-18 13:57:46,tenant_049,dev_038021,tracker,gw_2401,CoAP,dmz,cloud,telemetry,364,4,742,80.39,3.79,0.337,1,1,TLS1.3,TLS_AES_256_GCM_SHA384,mTLS,valid,40,88,67.76,78.74,-74.2,57.4,2,1,6.43,2.702,4.809,0.2986,0.1149,low,normal,1
2025-01-18 13:58:59,tenant_253,dev_026823,actuator,gw_2435,MQTT,device_lan,edge,command,378,2,883,35.47,17.13,0.17,2,2,TLS1.2,TLS_AES_128_GCM_SHA256,basic,revoked,21,164,46.42,53.52,-68.2,73.0,6,0,5.6,1.352,4.825,0.0514,0.1637,low,normal,1
2025-01-18 14:01:56,tenant_031,dev_045575,sensor,gw_1337,MQTT,edge,edge,command,236,3,462,125.87313321087399,14.42,0.117,2,2,NONE,NONE,mTLS,missing,10,89,42.98,63.12,-92.1,55.4,2,0,6.09,2.906,5.925,0.6099458394399093,0.3097,medium,tls_downgrade,0
